# 外国人名の削除リスト (フルネーム)
#
# scripts/find_foreign_names.py が生成する。手で編集せず、誤判定は
# dict/foreign-names/allow.csv (残す) と deny.csv (消す) に書いて再生成する。
# 規則の版: 1 / Unihan: 18.0.0
# 入力: ipadic.csv, ipadic-neologd.csv, ipadic-neologd-sudachi.csv
# 件数: 9078 (full-name 9078)
何玉鳳,ホーユイフォン,"名詞,固有名詞,人名,一般"
何琢言,ハージュオイェン,"名詞,固有名詞,人名,一般"
何維健,ホーウェイジエン,"名詞,固有名詞,人名,一般"
何麗萍,ホーリーピン,"名詞,固有名詞,人名,一般"
余孝珍,ヨヒョジン,"名詞,固有名詞,人名,一般"
余少群,ユーシャオチュン,"名詞,固有名詞,人名,一般"
余文彬,ユウェンピン,"名詞,固有名詞,人名,一般"
侯孝賢,ホウシャオシエン,"名詞,固有名詞,人名,一般"
侯斌,ホウビン,"名詞,固有名詞,人名,一般"
侯英超,ホウエイチョウ,"名詞,固有名詞,人名,一般"
倣立人,ファンリーレン,"名詞,固有名詞,人名,一般"
倪泓,ニーホン,"名詞,固有名詞,人名,一般"
元万頃,ゲンバンケイ,"名詞,固有名詞,人名,一般"
元世勲,ウォンセフン,"名詞,固有名詞,人名,一般"
元京珠,ゲンキョウシュ,"名詞,固有名詞,人名,一般"
元天穆,ゲンテンボク,"名詞,固有名詞,人名,一般"
元天錫,ゲンテンシャク,"名詞,固有名詞,人名,一般"
元好問,ゲンコウモン,"名詞,固有名詞,人名,一般"
元妃大氏,ゲンヒダイシ,"名詞,固有名詞,人名,一般"
元孝友,ゲンコウユウ,"名詞,固有名詞,人名,一般"
元孝矩,ゲンコウク,"名詞,固有名詞,人名,一般"
元宝月,ゲンホウゲツ,"名詞,固有名詞,人名,一般"
元容徳,ウォンヨンドク,"名詞,固有名詞,人名,一般"
元延明,ゲンエンメイ,"名詞,固有名詞,人名,一般"
元彬,ウォンビン,"名詞,固有名詞,人名,一般"
元彰庸,ゲンショウヨウ,"名詞,固有名詞,人名,一般"
元慶和,ゲンケイワ,"名詞,固有名詞,人名,一般"
元斗才,ウォンドゥジェ,"名詞,固有名詞,人名,一般"
元斗杓,ゲントヒョウ,"名詞,固有名詞,人名,一般"
元明月,ゲンメイゲツ,"名詞,固有名詞,人名,一般"
元景仲,ゲンケイチュウ,"名詞,固有名詞,人名,一般"
元景安,ゲンケイアン,"名詞,固有名詞,人名,一般"
元景略,ゲンケイリャク,"名詞,固有名詞,人名,一般"
元景隆,ゲンケイリュウ,"名詞,固有名詞,人名,一般"
元暉業,ゲンキギョウ,"名詞,固有名詞,人名,一般"
元正花,ウォンジョンファ,"名詞,固有名詞,人名,一般"
元法僧,ゲンホウソウ,"名詞,固有名詞,人名,一般"
元玉任,ウォンオキム,"名詞,固有名詞,人名,一般"
元秀蓮,ウォンスーヨン,"名詞,固有名詞,人名,一般"
元胡摩,ゲンコマ,"名詞,固有名詞,人名,一般"
元行欽,ゲンコウキン,"名詞,固有名詞,人名,一般"
元載淑,ウオンジェスク,"名詞,固有名詞,人名,一般"
兆乾,チョウチェン,"名詞,固有名詞,人名,一般"
光星,カンシン,"名詞,固有名詞,人名,一般"
光海君,クァンヘグン,"名詞,固有名詞,人名,一般"
克里木,クリム,"名詞,固有名詞,人名,一般"
全亭武生,ゼンテイブショウ,"名詞,固有名詞,人名,一般"
全利卿,チョンイギョン,"名詞,固有名詞,人名,一般"
全勇男,チョンヨンナム,"名詞,固有名詞,人名,一般"
全吉寿,チョンギルス,"名詞,固有名詞,人名,一般"
全周都,チョンジュド,"名詞,固有名詞,人名,一般"
全商国,チョンサングク,"名詞,固有名詞,人名,一般"
全在姫,チョンジェヒ,"名詞,固有名詞,人名,一般"
全宇,チョンウ,"名詞,固有名詞,人名,一般"
全富一,チョンプイル,"名詞,固有名詞,人名,一般"
全山海,チョンサネ,"名詞,固有名詞,人名,一般"
全岩東純,ゼンガントウジュン,"名詞,固有名詞,人名,一般"
全己盈,チョンギヨン,"名詞,固有名詞,人名,一般"
全希哲,チョンヒチョル,"名詞,固有名詞,人名,一般"
全敏秀,チョンミンス,"名詞,固有名詞,人名,一般"
全斗煥,チョンドファン,"名詞,固有名詞,人名,一般"
全景文,ゼンケイブン,"名詞,固有名詞,人名,一般"
全根杓,チョングンピョ,"名詞,固有名詞,人名,一般"
全河哲,チョンハチョル,"名詞,固有名詞,人名,一般"
全炫茂,チョンヒョンム,"名詞,固有名詞,人名,一般"
全炯道,チョンヒョンド,"名詞,固有名詞,人名,一般"
全炳斗,チョンビョンドゥ,"名詞,固有名詞,人名,一般"
全真教,ゼンシンキョウ,"名詞,固有名詞,人名,一般"
全祖望,ゼンソボウ,"名詞,固有名詞,人名,一般"
全秉浩,チョンビョンホ,"名詞,固有名詞,人名,一般"
全美貞,ジョンミジョン,"名詞,固有名詞,人名,一般"
兪炳彦,ユビョンオン,"名詞,固有名詞,人名,一般"
八三夭,バーサンヤオ,"名詞,固有名詞,人名,一般"
公孫勝,コウソンショウ,"名詞,固有名詞,人名,一般"
公孫喜,コウソンキ,"名詞,固有名詞,人名,一般"
公孫度,コウソンタク,"名詞,固有名詞,人名,一般"
公孫康,コウソンコウ,"名詞,固有名詞,人名,一般"
公孫弘,コウソンコウ,"名詞,固有名詞,人名,一般"
公孫恭,コウソンキョウ,"名詞,固有名詞,人名,一般"
公孫月,コウソンゲツ,"名詞,固有名詞,人名,一般"
公孫淵,コウソンエン,"名詞,固有名詞,人名,一般"
公孫無知,コウソンムチ,"名詞,固有名詞,人名,一般"
公孫瓚,コウソンサン,"名詞,固有名詞,人名,一般"
公孫竜,コウソンリュウ,"名詞,固有名詞,人名,一般"
公孫範,コウソンハン,"名詞,固有名詞,人名,一般"
公孫続,コウソンショク,"名詞,固有名詞,人名,一般"
公孫脩,コウソンシュウ,"名詞,固有名詞,人名,一般"
公孫表,コウソンヒョウ,"名詞,固有名詞,人名,一般"
公孫賀,コウソンガ,"名詞,固有名詞,人名,一般"
公孫越,コウソンエツ,"名詞,固有名詞,人名,一般"
公孫述,コウソンジュツ,"名詞,固有名詞,人名,一般"
公孫龍,コウソンリュウ,"名詞,固有名詞,人名,一般"
具孝書,クヒョソ,"名詞,固有名詞,人名,一般"
具常,グサン,"名詞,固有名詞,人名,一般"
具慈哲,クジャチョル,"名詞,固有名詞,人名,一般"
具昌模,クチャンモ,"名詞,固有名詞,人名,一般"
具本赫,クボンヒョク,"名詞,固有名詞,人名,一般"
具聖潤,クソンユン,"名詞,固有名詞,人名,一般"
具臺晟,クデソン,"名詞,固有名詞,人名,一般"
凰鈴音,ファンリンイン,"名詞,固有名詞,人名,一般"
劉世明,リュウセイメイ,"名詞,固有名詞,人名,一般"
劉丹桂,リュウタンケイ,"名詞,固有名詞,人名,一般"
劉亀図,リュウキト,"名詞,固有名詞,人名,一般"
劉予,リュウヨ,"名詞,固有名詞,人名,一般"
劉亜洲,リュウアシュウ,"名詞,固有名詞,人名,一般"
劉亜男,リュウアダン,"名詞,固有名詞,人名,一般"
劉亜男,リュウアナン,"名詞,固有名詞,人名,一般"
劉交,リュウコウ,"名詞,固有名詞,人名,一般"
劉京,リュウケイ,"名詞,固有名詞,人名,一般"
劉亮,リュウリョウ,"名詞,固有名詞,人名,一般"
劉仁之,リュウジンシ,"名詞,固有名詞,人名,一般"
劉仁願,リュウジンガン,"名詞,固有名詞,人名,一般"
劉仲元,リウチョンユアン,"名詞,固有名詞,人名,一般"
劉休,リュウキュウ,"名詞,固有名詞,人名,一般"
劉休仁,リュウキュウジン,"名詞,固有名詞,人名,一般"
劉休業,リュウキュウギョウ,"名詞,固有名詞,人名,一般"
劉休祐,リュウキュウユウ,"名詞,固有名詞,人名,一般"
劉休範,リュウキュウハン,"名詞,固有名詞,人名,一般"
劉休茂,リュウキュウモ,"名詞,固有名詞,人名,一般"
劉休賓,リュウキュウヒン,"名詞,固有名詞,人名,一般"
劉伯明,リュウハクメイ,"名詞,固有名詞,人名,一般"
劉伯林,リュウハクリン,"名詞,固有名詞,人名,一般"
劉伶,リュウレイ,"名詞,固有名詞,人名,一般"
劉係宗,リュウケイソウ,"名詞,固有名詞,人名,一般"
劉俊,リュウシュン,"名詞,固有名詞,人名,一般"
劉信,リュウシン,"名詞,固有名詞,人名,一般"
劉信宏,リュウシンホン,"名詞,固有名詞,人名,一般"
劉偉,リュウイ,"名詞,固有名詞,人名,一般"
